,content,time
336,回去之后，我继续玩，然后他在做菜，我去帮他削了土豆，然后他叫我进房间，外面油烟大，做了两个菜，一个西红柿炒蛋，一个土豆丝，我吃的好饱，他却还叫我多吃点，然后碗都没洗我们就出门了，因为我要赶火车……之后的生活又回到了异地，,1609080585236
337,然后走的时候他把饭焖好，把水烧好，空调调好，吃的喝的全都拿到房间，什么都做好才出门上班，我在屋里睡觉等他回来，然后他打电话给我叫我下楼，他先骑着哈啰带我去买火车上吃的东西，然后我们一起逛菜市场，他让我在菜市场门口等他，说里面挤，我就要进去，我看着他买菜的背影，当时就觉得很满足，,1609080559540
338,可能他感觉到了，这次我毕业回家我们会很久都不能见面了，他抱着我说，你以后会不会离开我，我当时说未来的事情谁都说不清楚……之后我们在长沙去玩了几天，因为他之前在长沙做事，所以租了一个房子，我要走的那天，他要请假不上班陪我，我不同意，我叫他去上班，,1609080533971
339,@网抑云zzzz ,1609080517349
340,他是那种对我事事有回应，满满的对我都是在乎，让我感觉被宠爱，他有时候是小奶狗有时候是小狼狗，也会撒娇让我多在乎他一点，时间越来越久，我有恃无恐的，我觉得他不会离开我的就算我们异地，我也很安心，因为是他给我的安全感，毕业我没有直接回家，我拖了小行李箱就去了长沙，我们又见面了，,1609080496271
341,但是当时我疫情返校处理班上的事情，所以就没去，一直到毕业，我小做作的跟他讲我就毕业了好快呀，不想毕业，他跟我说你没毕业，在我这里你一直都没毕业。,1609080466713
342,"大雾四起 我在无人处爱你
大雾散尽 我爱你人尽皆知
云雾散尽 我爱你从未停息
云雾缥渺 世人皆知我爱你
大雾四起遮住了 我对你的爱意",1609080397919
343,结果碰上了疫情，异地时间又延长了四五个月，后来他姐夫带他去长沙做事，我得到复学通知之后马不停蹄的赶回学校，结果学校封闭式，我不能出去，后来有一个机会，和我大学同学准备一起去长沙看王一博，我做了这辈子最疯狂的事，翻墙出校门，结果我大学同学前晚上喝醉了，她叫我要不自己去长沙，但是当时,1609080386697
344,我们小心翼翼的玩了五天，一起看电影，电影名叫中国机长，逛商场，逛超市……当时他刚刚实习，实习岗位压榨他们，这一趟国庆旅途花掉了他大多积蓄，最后六号早上他要回去了，因为要坐二三十个小时的硬卧；后来又开始了异地，期盼着实习结束，早点开学就能一起过情人节了，,1609080354185
345,大雾散去人尽皆知我爱你,1609080310508
346,别担心  一定会实现哒,1609080285905
347,别回味细节  别假设可能  别想再去找他,1609080275456
348,什么给别人抱抱啊,1609080248090
349,大雾四起我在无人处爱你。,1609080167739
350,那你到底要到什么时候才来找我  不怕错过吗。,1609080146159
351,还好大雾四起   藏匿难言爱意,1609080142411
352,这次不能再对不起你了 我要对得起你 所以放心好了代芮绮.,1609080140165
353,爱情无关性别，只是你和她🌹🌹,1609080137661
354,我要把对你的爱偷偷藏好   可能你这辈子都不会知道了.[憨笑],1609080028801
355,我把他删了……我累了，我也知道他也累了…,1609079919917
356,每个人都累，不只是大人，小孩也累啊,1609079899363
357,他也只是一个十几岁的男生就要忍受我的臭脾气忍住不向我发火还要很有耐心哄我开心所以我更要珍惜他.,1609079873413
358,不知道为什么现在自习课睡个觉都要被家里人骂一圈,1609079871277
359,这一次我站在雾里 连自己都看不清,1609079869335
360,最近一直心绪不宁，原来是想起了你,1609079744431
361,该怎么做才能忘记你不想你   朱亨静,1609079675143
362,谢谢你啦,1609079656359
363,这次我站在雾里 连她都看不清.,1609079651159
364,祝胡月娇能天天开心，我陪着你，陪着你学会喜怒哀乐!@是胡娇娇吖,1609079558272
365,真的好想跟他结婚有钱也结没钱也结骗你的我们已经分开19天了,1609079425467
366,我们总会被生活中一些人惹恼，现在有一去火良方：陈皮4.5g，半夏3g，甘草0.9g，茯苓3g，三碗水大火熬成一碗，趁热泼到对方身上。,1609079369358
367,"大雾四起 我在无人处爱你
大雾散尽 我爱你人尽皆知
云雾散尽 我爱你从未停息
云雾缥渺 世人皆知我爱你
大雾四起遮住了 我对你的爱意
我不怪你 我怪大雾四起",1609079320762
368,是雾终究会散,1609079256289
369,我站在雾里寻找你你就是看不到我,1609079147956
370,建议别和同班人谈。因为分手后你看着她和新欢在一起会很难受,1609079041057
371,大雾弥漫时，我爱你照样人尽皆知,1609079025008
372,我不怪你 我怪大雾四起。,1609079009720
373,年年余花 花开郁郁 郁郁非葱葱 葱葱通匆匆,1609078589024
374,我一直都在,1609078426295
375,"这很难，真的难
他们一直和我说不要等他了，我也是很气馁
同时我的情绪一直没调节好，有苦没处说
他考完就到我考了
我不要学习吗
到时候他坚持得下来吗
我不确定，我只能保持心态不崩
这真的不容易。我也不知道会是个什么结果，等吧。
End
网恋需谨慎！",1609078415296
376,我弟说这歌土，现在我是独生子,1609078415035
377,然后宽慰自己都过去了,1609078247540
378,我也只能叹一声了,1609078231709
379,年年有花 花开两两   汝亦吾吾 吾吾心向,1609078223146
380,谢谢你的祝福，但是可能没办法实现了,1609078219918
381,哎,1609078211983
382,"后来我又知道现在用他号和我说话的是他同学，他都没和我说一声，我那些天的天都是和他同学聊的，我和谁谈恋爱啊，他同学还是他，当机立断的就分了
后来同学帮他说好话，我也心软了，就复合
我姐姐也总是说我霍霍了他
但是后来又分了，他提的了，他说要学习
我的同学说他天真，想和我靠同一个地方",1609078175454
383,大雾，好像听到了鲸的声音。女声好好听,1609078051714
384,看跟谁一起吧,1609078046975
385,www好羡慕的爱情 要一直幸福地在一起嗷,1609078038961
386,我爱你,1609077975216
387,要幸福啊❤️,1609077969877
388,"大雾四起，我偷偷隐匿
大雾消散，你不知所踪",1609077922000
389,加油！,1609077875123
390,今天早上学校查早恋 ，查到我女朋友了 ，学校的人真是傻 ，连人都找错了，竟然找到了我兄弟 [大笑][大笑][大笑][大笑],1609077517396
391,歌词绝了,1609077461580
392,大雾四起 ,1609077372147
393,"我知道我不喜欢他，我也认为我不会喜欢上他，但没有想到的是他会那么认真。
我那段时间压力特别大，几近崩溃，一下子太激进了，但他的温柔让我有点舍不得，就一直拖。
再是有一天，我的一个同学加上了他，和他对骂起来，他来问我我同学说的我骂他是怎么回事，我当即就委屈了，我哪里骂他了",1609077348808
394,没有太多心事，只想走入协和的校门,1609077325218
395,我也是啦 我也要重新开始了 再也不要吃没身份的醋 再不要一个人跑来跑去 耗费心思见他 我要好好学习 考上一中 只剩最后五个月啦,1609077261981
396,和他在一起之后我没羡慕过任何人，我们异地，当时实习了，他在厦门，我在贵州，我们商量国庆出去玩，结果我妈不允许我跑出去，他说他要来找我，我说不要，太远了，遭罪，结果他还是义务反骨的跑了一千多公里来到了我身边，国庆节那天，天气都变得很好，我去车站接他，怕我爸妈发现，,1609077259902
397,20年的遗憾就不要带去21年了吧,1609077244520
398,大雾四起 我在无人爱你。,1609077235494
399,还好大雾四起遮挡住了我对你的爱意,1609077158139
400,啊！,1609077126633
401,"最后放不下的也是我，哭的停不下来的也是我……我知道我矫情，从来没有在他面前放肆的勇气
我靠这厚脸皮和他在一起了，我身边的人除了父母所有的人都知道他了，知道我有了个男朋友，他却是无意间让父母也知道了我存在，他的父母也没说什么，只是和他说了一遍初一政治书上的内容，没管。",1609077095889
402,我的爱意藏不住,1609077068998
403,愿你早点打探到他的音讯,1609077015628
404,愿你幸福,1609076987863
405,4000评论冲冲冲,1609076983713
406,我我我我今天给他发消息了，我好紧张，我不知道以后什么都不清楚，可是我就是好想你,1609076964321
407,要一直在一起哦,1609076910442
408,她也是女孩啊！可我们没可能了,1609076896027
409,“暗恋是种礼貌 暗地里盖起一座城堡”,1609076888493
410,最难过的莫过于当你遇上一个特别的人，却明白永远不可能在一起，或迟或早，你不得不放弃。真心喜欢过的人是没法做朋友的。哪怕多 看一眼还是想拥有，从未停止过喜欢你只是从浓烈变得悄无声息......,1609076873622
411,"这次是真实事件不是梦了，回想也还有点难过。
注：这里就不说年龄了吧，总之是擦边早恋，是个悲伤的故事！！！谨慎！！！懂谨慎什么吧？应该吧？我不自言自语了请看正文：是我先招惹的他，宝贝是我叫的，联系方式也是我先加的，是我半强迫他说出喜欢，说分手的也是我，同意复合的也是我",1609076838152
412,我喜欢他，我知道，大雾知道，唯独他不知道，很多人喜欢他，我也是，他喜欢“我”，我不是“我。”,1609076819493
413,这次我站在雾里，连我自己都看不清,1609076788293
414,啊啊好听绝绝子！！！！,1609076756852
415,"星期二就月考。一门不及格就不能回家放假地理就从来没及格过🐻🐻🐻🐻🐻🐨🐨🐨🐨🐨

老师，你这是在逼我作弊的节奏啊!🐰",1609076697513
416,我自己哈哈哈哈哈哈,1609076632260
417,其实并不是大雾遮住了她的眼，而是她看见了却无动于衷,1609076562772
418,要幸福要99,1609076549521
419,合适吧,1609076509030
420,我六年了，好累，他都不知道我喜欢他，我们连朋友都不是,1609076470785
421,"你说我总提我喜欢了你8年 是为了突现我做的事情 为了证明我自己总在为你付出
其实我只是想让你知道我真的真的很喜欢你 但是你还是否定了我 我等了一天一夜你祝我的生日快乐 还是没有
没关系 我也会收拾好 独身前行
我实在是不想祝你好 就祝我好吧",1609076330540
422,有人跟我一样听到感动的头皮发麻吗,1609076262323
423,我支持txl可我不信这个girl会和你长长久久,1609076220165
424,始终没明白到底是合适重要还是喜欢重要,1609076170387
425,这次我站在大雾里，连我自己也看不清。,1609076159558
426,大雾散去  我爱你人尽皆知,1609076130113
427,大雾四起 我在无人处爱你 还好大雾藏匿了我的爱意,1609075892011
428,年年有雪，雪覆年年，轻轻即卿卿，卿卿亦倾心。,1609075766889
429,创可贴贴久了撕下来会很疼 换句话说 你陪在我身边那么久 你走的时候我会很难过.,1609075716489
430,9999，要一直在一起O,1609075671916
431,"我今天买了两根雪糕
他，一根
我，一根
我们解暑了
你聽到了嘛
我們結束了",1609075594341
432,他们答应我的礼物，最后好像我都没有见到，所以当他们说给我礼物时，我会答应但不会期待，因为我知道…我见不到这个礼物了……,1609075537116
433,祝幸福,1609075453417
434,大雾四起,1609075359857
435,盲猜两位新人歌手要火,1609075332654
436,看到大雾上热搜 还以为是很久以前听的另一首大雾 它很好听,1609075165294
437,我也就只能在网易云表达我对你的思念了,1609075158413
438,外向是生活需要，孤独是自我享受,1609075152633
439,第六感挺强的。感觉到了自己就会慢慢退场。,1609075003548
440,祝愿你们!,1609074948410
441,我不太喜欢这雾里被爱，我什么都看不见,1609074946747
442,只有你过得比我痛苦，才算作道歉,1609074915242
443,一定要99！,1609074861351
444,你在说我吗？🌝💨,1609074855013
445,真的好听，未来之星！,1609074832691
446,一定要幸福！不要辜负我们对你的祝福哦！,1609074752248
447,吴芊芊一定一定会和李旭泽在一起很久很久哒！,1609074727193
448,有没有人感觉这首歌的旋律很像……,1609074703005
449,我今天很想你,1609074702296
450,我真的不知道该选谁了，一边是网恋温柔到极致的男孩子，一边是现实触碰不到的男子汉,1609074683916
451,太主动就会很廉价 不主动就会错过 那要怎么办 毕竟好喜欢他,1609074659649
452,这次我站在雾里 连自己都看不清。,1609074649909
453,都喜欢这首歌么[多多大哭]我为嘛没……额,1609074571162
454,谢谢谢谢谢谢谢谢,1609074558565
455,？哈哈哈哈,1609074549812
456,谢谢,1609074543662
457,火钳工具手刘铭[呆],1609074487843
458,一定要好好在一起！,1609074309458
459,我爱你！@倪妮_ovF3,1609074273752
460,我在大雾中寻找你，抱住你,1609074182988
461,我会找一个大雾的日子说我爱你 ,1609074149760
462,钢琴 真的棒 ,1609074091637
463,lw喜欢你 但说不出口 遗憾,1609073966270
464,感觉很适合追星的人们……,1609073962201
465,嗯呢,1609073951883
466,祝你们幸福,1609073878807
467,大雾埋不住我对你的爱意.,1609073696032
468,我真的好喜欢好喜欢他，但我不应该像个舔狗一样的啦，忘了他吧！2021就要来啦，重新开始！,1609073675129
469,我比谁都清楚，你一定会走，我想过对你很好很好，让你忘了她，但现实不是电视剧，所以我不敢离你太近,1609073547354
470,我好喜欢你，即使毕业了，也一直想在你心里留下痕迹，让自己不至于消失的毫无踪影，这是最后的，最后的倔强了,1609073543819
471,这次我站在雾里 我连自己都看不清,1609073496773
472,委屈什么 动情就该死 不懂吗。能让自己重新站起来的人只有自己。你所谓的喜欢 何必夸张成爱。时间帮你攒够希望 并告诉你不用谢。放下的过程好难 但好过一味迎合。记住你很优秀 别再坠落了。,1609073445310
473,大大方方的承认喜欢,1609073442439
474,如何委婉的表达我想你了。,1609073398752
475,要一直在一起哦！,1609073372429
476,希望所有的男孩女孩都明白:表白是为了表明心意，而不是为了索取关系。,1609073355892
477,给爷锁死必须999999999999999999999999,1609073344218
478,大雾四起，也遮不住我对你的爱意,1609073212464
479,我的网名是“雾”，于是他把他的网名改成了“迷雾”❤️,1609073197712
480,@小马-警官 不怪她，不怪大雾四起，怪我爱她,1609073182950
481,那天早上雾散了，不止早上，不止雾,1609073172178
482,大雾四起遮住了我对你的爱意，我站在雾里也看不清我自己。,1609072919348
483,还好大雾四起，藏匿难言爱意,1609072915196
484,虽然我在雾里爱你 但我会穿过大雾跌跌撞撞跑向你,1609072895991
485,同城欸姐妹,1609072775466
486,我第一次见他就喜欢上了 我主动的说暧昧的话 努力的把爱意表现出来  但我也不想让她知道 也多亏了这大雾不然我对他的爱意就遮不住了,1609072772686
487,暗恋是一种礼貌，背地里盖一座城堡🏰,1609072766450
488,〈P〉时光究竟带走了多少个无法丈量的年华，以至于在回首时，弥漫的大雾几乎隔断了天。〈/P〉,1609072747784
489,我的喜欢除了他谁都知道。,1609072732128
490,谢谢呀,1609072727581
491,谢谢呀,1609072721511
492,我在无人处爱你,1609072574656
493,“不顺路了吗，那我祝你一路平安。”,1609072565565
494,加油加油,1609072559627
495,对不起，我的目光己经，无法从你侧脸移开.,1609072451347
496,我不怪你，我怪大雾四起,1609072427798
497,@西兰花有毒啊 ,1609072239448
498,钵钵鸡😡,1609072235441
499,这首歌的伴奏让我感同身受,1609072234368
500,这次车窗起了雾，我写下了你的名字,1609072204128
501,99,1609072158410
502,对啊！性别什么的，又不能改变你对她的爱，只要你足够爱她，任何事都阻挡不了你们两个在一起，但前提是她也要足够爱你！祝你们两个永远在一起！吵架什么的放放吧！性别相同的情侣在一起太艰难了！好好珍惜彼此哟！,1609072150827
503,大雾四起，遮住了我对你的爱意，我不怪你，怪大雾四起。,1609072047844
504,在大雾里迷失，我看不清你的模样,1609072027735
505,谢谢呀,1609072009361
506,忘川爷爱你😡👍,1609071974671
507,希望年年是你  最后最后一定要是你,1609071921493
508,一点要加油鸭 9999999999,1609071883186
509,这风华正茂的日子 我想让他迷途知返.,1609071870734
510,谢谢，会的,1609071866282
511,你为什么要喜欢他啊  还要我怎么样,1609071858544
512,谢谢呀,1609071855564
513,"因为他没遇到我之前
他都不打算学了的
但是…我可以吗…",1609071792381
514,你不要丢下我一个人 我有点笨 我怕黑 我害怕鬼 我害怕你离开我 我怕你找其它小朋友。,1609071768410
515,得不到的才是白月光，得到的都是地上霜。,1609071700432
516,"明天就要按成绩换组了
如果我名次够的话
不论怎么样
我一定会不顾一切的选你
虽然他的成绩不太好",1609071662640
517,拜托一定要幸福啊你,1609071653997
518,我在无人处爱你.,1609071627253
519,让我们倒计时345600秒，去迎接2021吧,1609071606352
520,“如果真的喜欢一首歌就不要单曲循环”，我知道这个道理，但我就是忍不住。真怕过几天再听就变感觉了，我要珍惜这几天。也挺对不起被我单曲循环的歌。,1609071595433
521,"我好像喜欢我同桌了
但是我不敢
他学习很差
下课也总是问我题
有时候 我觉得课间是最好的时光
因为他在那十分钟是 属于我的
有一次 我给他讲题
他很小声的说一句“你真可爱”
我当时脸红了
可是转念一想 会有男孩子喜欢很沙雕的女孩子吗
而且 我也不是太好看 普普通通的",1609071561694
522,该怎么做才能忘记你不想你   金平,1609071518869
523,要幸福哦！,1609071471366
524,数学老师说过：“即使错了，也不要空着。”,1609071451076
525,这次我站在雾里 连自己都看不清.,1609071401361
526,99呐 女孩子的爱情是更让人羡慕的鸭,1609071284501
527,谢谢谢谢,1609071268559
528,会遇到的,1609071261609
529,谢谢,1609071256488
530,！四川成都！我也是四川滴,1609071197499
531,99,1609071157761
532,我身边的所有人都知道我喜欢你，并且你也知道。可是你就是当做看不见…,1609071154755
533,希望祖国妈妈快点能让同性恋的宝贝们结婚，希望大部分的人都不带偏见的看待爱情,1609071130019
534,冲冲冲,1609071103408
535,宝贝加油99999999,1609071055522
536,满怀希望就会所向披靡,1609070946194
537,“爱就表现得明显一点 别冷冷淡淡”,1609070926470
538,性别相同又有什么关系，我很爱她，尽管学业很忙但是她一直默默陪着我，一直听我抱怨，我想肆无忌惮的向全天下宣告她是我的，但是这份爱或许只能掩盖在迷雾之中，我爱她和她在一起我从没后悔过,1609070908747
539,"大雾四起  我在无人处爱你
大雾散去  我爱你人尽皆知
但大雾一直未散   我爱你也无人知晓
不怪大雾未散  只怪我来的不是时候",1609070652849
540,我似乎对所有人感不起兴趣 谈恋爱也是 每天几句话 正常恋人做的我都会做 分手了我也没有多大的感受 心情一直就很平静 每天就读书写字 对这个世界越来越没有感觉了,1609070623425
541,我们再重新来过一次好吗小杨同志,1609070594542
542,“大雾四起，我在无人处爱你。”,1609070554111
543,我一直都不喜欢在大雾里爱人 ，因为雾里看花，感受不到爱意 ，要的是被偏爱，被宠爱 ，被信任 ，你在大雾里爱人 ，我感受不到触摸不到 ，我不喜欢 ，我要的是明目张胆的偏爱，要的是你任何时候都站在我身后 。,1609070275974
544,开始 他喜欢我众所周知 最后 我爱他 仅我知,1609070273021
545,@抹茶味的慕斯纸杯蛋糕没了一半 我好幸运能有回应,1609070242590
546,yuu,1609070198540
547,谁能明白谁的深爱，谁理解谁的离开。,1609070194906
548,"被丢下过得女孩子是不好谈恋爱的
她会质疑别人的爱一遍一遍的作死证明他爱自己她要的安全感
普通男孩子还给不了",1609070120810
549,好喜欢他 喜欢到骨子里的那种 真的特别特别超级超级喜欢他 从来没有这么喜欢过一个人 想忘也忘不掉,1609070096398
550,加油吧,1609070084766
551,大雾四起遮起了我对你的爱意 我不怪你 我怪大雾四起,1609069990238
552,等那天到来，我再加上您,1609069921969
553,第一眼把饺子看成了孩子🌚,1609069868789
554,是你先松开我的手的 我很想你 但是我不会回头,1609069821261
555,大雾早晚会散去的,1609069756115
556,挺好听,1609069684655
557,祝你幸福哦,1609069675282
558,因光而遇   要一直在一起啊,1609069663164
559,你主动一点我的爱就不用小心翼翼了,1609069429284
560,和他做过好多事了 牵过手了 抱过了 亲过了 没什么遗憾的了 就当心里面嫁过你一次吧,1609069280884
561,"暗恋是一种礼貌，暗地里盖一座城堡。
——《无可救药》",1609069272719
562,“如果可以的话 今年冬天一起吃火锅一起看烟花一起跨年吧 我的意思是 和你”,1609069130611
563,"我的冷漠里藏了一半害羞一半自卑
我的笑容里藏了一半无奈一半心酸
我的倔强里藏了一半绝情一半软弱
我的告白里藏了一半期待一半后悔
我的冷漠里藏着一半孤独一半渴望
",1609069116860
564,我好想你啊。,1609069095208
565,大雾四起 我明目张胆的爱你,1609069080816
566,你一定要好，我难过没关系。,1609069070975
567,一ede''',1609069048891
568,我只是不说 有时候我也会感到难过.,1609069038728
569,爱随风散。,1609069036680
570,"板上，和数字2旁边写下的数字相应的篇数，
你的愿望就会成真。",1609069026574
571,"4旁边的人是最关心你的人。
在数字5旁边的人是给你带来好运的人。
在数字6旁边的人是对你不利的人。
在数字8写下的歌曲是对数字3写下的人最适合的歌曲。
在数字9写下的歌曲是对数字7写下的人最适合的歌曲。
在数字10写下的歌曲是歌曲是，最适合表达你的想法的歌曲。
最后，你把这片文章转载到其他留言",1609068984487
572,"认真回答，等于浪费你自己的时间）
5。 在数字8，9，10的旁边各写出一个歌曲的题目 ..
（凭第一感觉）
6。最后，许一个愿望ba...
最近最希望发生的愿望，奇迹什么的...
许了愿望让我们看看这个游戏的结果吧。
首先在数字3旁边的名字，是你爱的人。
在数字7旁写下的是你喜欢，但不能实现的爱情。
在数字",1609068926396
573,刷到这里他们都有抱抱，不能就你一个没有,1609068895668
574,雾终会散,1609068867003
575,爱你@柳_jin_feng,1609068859066
576,"出现在脑海里的答案。
一次阅读一行..
如果你先看了答案就没什么意思了。
1。首先从上到下（垂直），写出从1到10的数字
2。在数字1和2的旁边各写出一个数字（从1到10之间的一位数）
3。其次在数字3和7的旁边各写出一名异性的名字。
4。在数字4，5，6的旁边各写出一个名字..朋友，家人都可以....
（你不",1609068851170
577,"一行一行读下去，不要先看结果。

发件人告诉我...

测试后10分钟以内他的愿望就实现了。（所以我翻译成中文，在这里留言，原本是韩文的 *翻译技术很烂*）

大约需要1-2分钟，但感觉是值得的。

试试看吧

首先，准备好纸和笔..

选择姓名时，请选择你确实认识的人的实名。

请写出凭直觉，瞬间",1609068812815
578,不想在雾里被爱 因为看不清,1609068759603
579,我跟你一样，虽然我是男孩子，但我也喜欢男孩子，我还没遇到他,1609068543205
580,祝你幸福,1609068474042
581,暗恋是一种害怕，也是一种渴望。,1609068405214
582,后来大雾四起 你说你很爱我 可是为什么你的爱比雾还要淡 淡到我都看不清.,1609068381987
583,没事抱抱我也是百合[多多可怜],1609068371513
584,零落的岛被埋在雾中 不见大海,1609068369276
585,谢谢,1609068361739
586,舔狗,1609068358909
587,谢谢,1609068347566
588,要是人声能和钢琴节奏再融合有顿挫感就完美了,1609068289091
589,那一刻你心里有场海啸，可你静静站着，没有让任何人知道。,1609068252075
590,"爱情哪有那么复杂
能让你开开心心笑得最甜的那个人
就是对的人❤️❤️❤️",1609068218787
591,“听鲸鱼的声音”,1609068197828
592,情绪上头的瞬间我恨不得立马见到你，抱住,1609068184602
593,刚刚单曲循环把所有社交都断了，想逃所以我就逃了，李傻逼我还是好喜欢你，但我真的我没办法了没了 你让我还能怎么办。,1609068164628
594,"大雾四起 遮住了我的爱意
我不怪你 我怪大雾四起",1609068140903
595,明明喜欢的是你，却要装做无关痛痒的开着你跟别人的玩笑。,1609068136105
596,今天成都大雾四起！,1609068131792
597,"满满当当却又空空荡荡
明明白白而又昏昏沉沉",1609068032777
598,"大雾四起，我在远处爱着你。
既然不能和你在一起，
那就在远处爱着你，
终有一天，
我会得到你。
真的真的，
很喜欢你。
wmt。",1609067803983
599,我来抱你！,1609067756010
600,抱抱你,1609067735873
601,“我这个人走路喜欢挨边走，我坐公交车必须缩在最后一排，我不想跟任何人产生联系，我怕我刚把我的真心掏出来我就死了。”,1609067664713
602,这次我站在雾里 连自己都看不清.,1609067636681
603,你明明知道，也承认，但就是不肯接受,1609067571942
604,超99%人播放,1609067478707
605,一定要幸福，因为我知道这种滋味,1609067310271
606,我站起来扑向你……只是雾吗,1609067282204
607,同款两个女孩子 但她好像没什么意思 我是单相思。她应该明白我太喜欢黏她了 她好像烦了 我在躲她她也在避我，但就是想和她回到原来那样 还能一起去吹吹晚风,1609067227925
608,一个被动的人去主动了 却没得到回应 你懂吗,1609067192783
609,"我不喜欢偷偷爱你，
我想给你明目张胆的爱意
你就是跟其他人不一样
你就是比其他人重要的多",1609067192345
610,"我喜欢上了一个人
大雾四起
我已经找不到",1609067148023
611,大雾四起 我站在雾里 连自己也看不清了。,1609067079475
612,散不开的雾，不止遮住爱意，更遮住了最后一次心动[心碎],1609067041708
613,大雾一直未散 我爱你也无人可知,1609067025333
614,总是这样过早的表达自己的爱意 大雾散去 我在人群爱你 这份喜欢 希望不是一种打扰。爱而不得是常态 慢慢习惯就好了,1609066997423
615,会有的ヽ(｡･ω･｡)ﾉ,1609066956400
616,如果你连一个女孩子的人品和性格都不知道 就看一张脸说喜欢  那你错了这不叫喜欢这叫买菜.,1609066929891
617,我在大雾里找你 却始终不见你踪影,1609066862276
618,那就等有人给你买花 匆匆忙忙的想去见你 再恋爱,1609066834564
619,会有的,1609066832922
620,是雾的话，总会散的,1609066827586
621,？鲸落的背景音乐？？盗？,1609066816507
622,"大雾四起 我在无人处爱你
云雾散尽 我爱你人尽皆知
——博君一肖",1609066805450
623,我始终信着 会有一个人 会看清我真面目 带我走出黑暗 不顾一切爱我,1609066712263
624,这次我站在雾里，自己都看不清自己,1609066686604
625,确定不和我说新年快乐吗，下一次要365天之后了哦,1609066630058
626,两个女孩子?,1609066579166
627,你不明白当所有事情都是由对方决定的时候  就注定你会输,1609066555395
628,你太优秀了！ 是我不配,1609066535354
629,加油加油！,1609066497709
630,疯狂想找到那个你，可能这就是大雾四起的原因,1609066400932
631,希望火钳刘明🌚🌚🌝🌝,1609066348435
632,"大雾起，我在爱你。
大雾终，我还在爱你。
而你，又在哪呢？",1609066343395
633,感觉就像站在大雾里被爱 看不见你  大雾散去 看不见各自.,1609066314321
634,他不会中年脱发，不会发福批热度，他永远阳光朝气，穿着红白色校服，站在初中洒着阳光的走廊，站在我的心尖，烙在我的十五六岁,1609066292446
635,大雾遮挡了多少人爱的目光，但又考验了多少命中注定的真爱,1609066285163
636,我现在只知道我和他只能做朋友,1609066206020
637,"“会有人喜欢一博吗”
“会有人喜欢一博的”
大雾四起，大雾散去，爱你的人很多，你要平安长乐",1609066184489
638,想让她更好，这爱字就是说不出口，因这雾，缥缈~,1609066179740
639,“我真的特别容易满足但你给我的全是辜负”,1609066154786
640,"大雾四起，我在无人处爱你
大雾落尽，我爱你人尽皆知",1609066146240
641,辛好思念无声   否则震耳欲聋,1609066128404
642,这次啊  不是雾把爱意遮住了   是爱变廉价了,1609066115213
643,我很容易迷路，先生。你走的太快了，我跟不上你。,1609066103431
644,每年只能借着她生日，跟她聊两句…[哀伤],1609066083356
645,我不怪你，我怪大雾四起,1609066059656
646,我嫉妒你身边每一个无关紧要的人，因为他们就这样轻而易举见到我朝思暮想的你,1609066016807
647,一定能赢的，祝你幸福,1609066001478
648,"记得当时他问我
“如果我们错过了怎么办”
我说
“即使错过了也是 大雾四起 我在无人处爱你”
我在无人处爱他
他不知道",1609065981127
649,你们要一直一直在一起a,1609065971033
650,成都今天真是大雾四起,1609065878837
651,真好。一定要一直幸福下去哦。双向奔赴终会战胜世俗的。,1609065855737
652,只要是真爱，不分性别，两个人中意就好惹～,1609065851837
653,"大雾四起  我在无人处爱你
后来啊  雾散了  我的周围充满了人
我找了好久  没有找到你",1609065816226
654,非常nice,1609065784383
