,content,time
655,好听欸听了好多遍啊哈哈,1609065783546
656,我是真的真的特别爱你，但是你给我的感觉让我不知道进退,1609065768618
657,加油,1609065767655
658,没关系 万事随心 藏或不藏 都好,1609065753046
659,我在无人处爱你,1609065732924
660,我主动找过你就证明你很重要了 但是你不懂珍惜不值一提,1609065705098
661,一定要幸福啊,1609065699976
662,好听,1609065696786
663,过了明年六月，我就在也没有下课偷偷看你的机会了,1609065687870
664,会的，希望我们都会等到那天,1609065683634
665,还好大雾四起，藏匿难言爱意,1609065659690
666,99,1609065649344
667,只要你想住，随时都可以,1609065582355
668,为什么会有雾,1609065580910
669,你就是标准答案 是他拿错了试卷,1609065491118
670,我不怪你，我只怪这大雾太浓，遮住了我对你的爱意,1609065475139
671,次次说 次次道歉 次次不改 这就是你爱我的方式.,1609065357472
672,我终于 和我朝思暮想的人在一起啦,1609065346089
673,要99！顺便想问下头像另一半可以嘛,1609065326328
674,带着我的祝福有多远滚多远🌝,1609065302631
675,是不是只有成为遗憾才会让人念念不忘.,1609065299963
676,“记得刚开始，我只是好奇你叫什么名字.”,1609065281174
677,暗恋是一种礼貌 暗地里盖一座城堡,1609065279386
678,听着就哭了，不知道怎么了唉……就是…难受啊,1609065271112
679,今天成都好大的雾啊！橙色预警！好家伙！就给我首推这首了！！[呆],1609065220183
680,你是我的救赎,1609065171038
681,呜呜呜呜太难受了爱而不得太难受了好难过啊,1609065155149
682,暗恋...好可悲a[哀伤]，他是班上的数学第二，班级总分第五名，我不配a[哀伤]下个学期就分班了，还有一个月不到，我要去传媒班，他是普通生，这一段暗恋就要这样结束了吧……[哀伤][哀伤][哀伤],1609065126316
683,"ᴹʸ ˡⁱᶠᵉ ⁱˢ ᵃ ᵐᵉˢˢ, ᵒⁿˡʸ ˡⁱᵏᵉ ʸᵒᵘ ᶠⁱʳᵐ ᵃⁿᵈ ᶜˡᵉᵃʳ.
我的生活一团乱，只有喜欢你坚定且清晰。 ​",1609065115019
684,大雾四起 我在无人之处爱你,1609065092689
685,有喜欢下雨天的姐妹吗,1609065076438
686,是雾总会散。,1609065067971
687,"明明知道你的喜欢
却要装作不知道
本来一开始还装得很好
可是演技却越来越差
时间真的会美化回忆
让我越来越…想你",1609065064630
688,不会忘记的永远不会忘记，会忘记的留着也没有用。有一种树名叫蓝桉，有毒且霸道，会杀死身边所有的植物，但只允许一种鸟儿栖息，意思是“我的温柔，只对你一人”,1609065052055
689,99,1609065039268
690,“渐渐温柔  克制  朴素  不问不怨不记.”,1609065028029
691,“她”,1609065020306
692,大雾将起，你不要迷失自己,1609064965663
693,我就這樣站在雾里自认为的爱着你.,1609064964595
694,你不是万能的我有不是,1609064957592
695,累了,1609064951252
696,是的哦！,1609064946120
697,99,1609064941609
698,我没有玩玩 也没有欺骗 别在别人面前说我好不好  我没有对不起你,1609064918204
699,没拥有过你一秒，缺像是失去了千万次――鲁迅,1609064895883
700,我也,1609064875439
701,真的好配原耽啊,1609064858573
702,我喜欢你却不想让你知道,1609064773796
703,很奇怪，一个人能发呆半天,1609064765506
704,LR，我还是喜欢你。一直放不下你。只要你回头我一直都在，大雾皆四起，我在无人处爱你。,1609064742497
705,大雾四起，你在迷雾中爱着,1609064728064
706,还好大雾四起 藏匿难言爱意,1609064702160
707,要幸福呀，不生孩子不许分，不对就算生了也不许分[可爱]🌝,1609064693875
708,我太沉迷他了 或许我该朝前看了.,1609064687730
709,年年有雾 雾起年年 叁叁即散散,1609064660079
710,大雾之中丢了你,1609064628072
711,14岁的常梦冉默默地喜欢上了十四岁的任佳乐,1609064555347
712,大雾四起遮住了我对他的爱意，我不怪他，我只怪大雾四起,1609064378100
713,往事都不计较，以后我在无人区爱你。,1609064347967
714,开头是鲸的声音嘛,1609064307641
715,这首歌应该很适合追星的女孩子听吧，是吧...小飞侠...,1609064299915
716,“这次我站在雾里 连自己都看不清”,1609064264814
717,一直在一起 999,1609064254905
718,希望答案是可以！,1609064234615
719,白俊,1609064203203
720,一个人享受孤独........,1609064190379
721,几时大雾弥漫，几时我开始喜欢上你，又曾几何时，我又回到原点,1609064188456
722,我喜欢你,1609064185120
723,大雾四起藏住我对你的爱意,1609064155895
724,我很想你，但是我只能在雾里爱你因为我没办法忘记你，也没办法找另一个人代替你。,1609064153163
725,"我在大雾里去寻找你
爱着这种迷茫的感受
你总是躲在那个角落",1609064112451
726,铁树大概开的是花骨朵,1609064092484
727,他好像没有我以为的那么喜欢我,1609064092052
728,会的！,1609064051621
729,希望结局是美好的,1609064005294
730,在大雾里我失去了满眼都是我的男孩子，大雾散尽他也回不来了,1609063984463
731,老渣女了,1609063944083
732,见不到你满校园找你 见到你又躲开你,1609063922152
733,暗恋大概就是背着所有人偷偷爱你，在背地里为你建一座城堡吧？,1609063887913
734,不喜欢在大雾里爱人，因为大雾感受不到爱意 ，感受不到被偏爱的感觉,1609063868315
735,一息若存，希望不灭,1609063868143
736,爱意随风散,1609063855280
737,这歌不情人节发?,1609063821673
738,冬至那天没有吃到饺子，平安夜没有吃苹果，圣诞节没有吃糖果。买的人太多了，我不想等那么久。,1609063809665
739,痴情人就是我呀！,1609063804831
740,我也很期待你,1609063802750
741,也许此时的雾起的刚刚好，我再也不想…丢失自己,1609063743200
742,成都今天的雾是真的大,1609063742535
743,有太多事无能为力也无可奈何，比如你不爱我,1609063720636
744,人间遗憾——南康白起,1609063707443
745,‭‫‎‍‭‌‎‭‪‫‏‭‫‎‍‭‌‎‭‪‫‏‎​⁠‌‫​‪‪‌‪‮‬‎‍​‎,1609063703134
746,加油啊，不要在意世俗的眼光，一定要幸福,1609063699393
747,雾里都是痴情人。,1609063631443
748,"一个喜欢了7年的女孩结婚了，她出嫁的时候我偷偷的开车跟在车队后面，尾随了7公里被发现了，收到短信：       别送了，对不起。""
看完短信，手机扔到副驾，然后一脚刹车靠边停下，手揍了一下方向盘，抹了一下脸泣不成声，点根烟抽完，掉头，擦干朦胧双眼慢慢往家开...",1609063619480
749,"我比这世上任何一个人都更加热切地盼望他能幸福，只是，想起这幸福没有我的份，还是会非常的难过
————南康白起",1609063593680
750,我等你到三十五岁，因为我永远也到不了三十五岁。——南康白起,1609063565328
751,今日问题：你还爱着的ta还在吗,1609063533384
752,？今天成都刚好大雾哈哈哈哈哈好应景,1609063518130
753,你如同大雾一般，让我难以摸清[心碎],1609063511229
754,没关系吧,1609063489223
755,只要岁岁平安即使生生不见,1609063476779
756,你慢慢地会喜欢上永不改变的少数几样东西。一一一一詹姆斯《七杀简史》,1609063451153
757,不是吧,1609063427112
758,龙藏在云里，你藏在心里,1609063402119
759,暗恋是一种礼貌 暗地里盖一座城堡。,1609063398538
760,大雾散去，世人尽皆知我爱你，你却看不到,1609063390213
761,关注走起来,1609063360369
762,” 我很好，谢谢。“ ,1609063345479
763,云雾消散我爱你众所皆知。,1609063319145
764,是啊 真有道理.,1609063280369
765,何为百合——百般阻挠的天作之合，祝你幸福,1609063241190
766,提前和你说元宵节快乐 和你差不多认识三年了还是第一次和你说元宵快乐啊,1609063200024
767,这是薛之谦粉丝写给薛之谦的吗？,1609063194057
768,大雾,1609063184085
769,我在人群中爱你以为你总有一天会扭头看到我，我却忘了我在人群中啊,1609063166840
770,在大雾中遇见了你看不清但很喜欢,1609063166364
771,我在寺庙为你祈一世平安，世人不知，漫天神佛——皆知。,1609063105482
772,如果忘了我能使你开心那我希望你开心,1609063104470
773,“因为我们的感情比雾还要薄。”,1609063087048
774,“我们的又不失雾为什么要散？”,1609063077341
775,啊我该怎么说,1609063071653
776,！999999！你们要一直在一起喔,1609063070445
777,说反话的同时心里祈求一万次希望你能听懂我,1609063030797
778,你把说说也删了网名就叫有雾,1609063029294
779,啊啊啊！,1609063018000
780,谢谢,1609062991073
781,会的，谢谢呀,1609062985390
782,谢谢,1609062975992
783,抓轩子劳斯！！！！,1609062925831
784,虽然是我把你抛开但是我好不开心啊我好难过,1609062900923
785,挽莹劳斯呜呜呜呜,1609062872580
786,必火,1609062867729
787,以后就别再遇见了,1609062813025
788,雾里看花，那究竟是爱还是爱而不得,1609062803457
789,老先生说，左眼先流泪的人，是伤心到了极致的人，右眼先流泪的人，是思念到了极致，而双眼一起流泪的人，是思念……到伤心……到极致……,1609062794859
790,我好自私我不想你和其他人接触,1609062790974
791,这一次我站在雾里,1609062763816
792,只要你开心平安就好了呀,1609062745050
793,或许你真的会忘了我 或许你也会认识一个新的冉冉,1609062723342
794,生不出孩子不许分手！,1609062718905
795,祝你幸福,1609062680506
796,我很想你我也想去加你 我觉得我好蠢啊 词不达意 我不知道该和你说什么了 只能眼睁睁的看着我们渐行渐远,1609062675444
797,今年过了的话，我就喜欢了她有五年了,1609062639761
798,你要把我从你的记忆中抹去了是吗我不怨你 我该是我太懦弱,1609062586529
799,太喜欢太喜欢太喜欢你啦 喜欢到发疯 但我会控制住我自己 把对你的喜欢转化成了我对好好生活的动力 再等等吧 我会一直等的 等得到如愿以偿 等不到等放下你啦,1609062574573
800,这次我站在雾里，连我自己也看不清,1609062566326
801,嘿，我是10.12哒,1609062564531
802,这次我站在大雾里 连我自己也看不清了,1609062557041
803,大雾四起 我在无人之处爱你.,1609062549817
804,情不知所起，不分性别，不分年龄，不分距离……,1609062546575
805,晴晴 是雾的话迟早会散的,1609062529827
806,大雾四起，人尽皆知我爱你   我看不到你了…,1609062495253
807,大雾散去，你的爱也消散了嘛,1609062444219
808,这,1609062428297
809,冯许泽要一直一直喜欢我哦，我也会一直一直喜欢你,1609062408804
810,明目张胆的偏爱和至死不渝的爱情我都会给她,1609062381252
811,8月18日遇境认识，10月23日成为情侣，从开始到现在没分开过一次，每天早上起来第一件事就是给她发消息，晚上睡觉了也会和她说，这些我只对她做过，百合，她在广东茂名，我在湖北武汉，元旦打算去她的城市旅行,1609062355534
812,"故事的开头是
“我和他相识于人海”
故事的结尾是
“我把他归还于人海”",1609062335977
813,好耳熟的一首歌，感觉曾经在哪里听过[大笑],1609062315592
814,没必要回,1609062258758
815,有什么前男友，只是偷偷喜欢他的人而已，然后问他有他有没有女朋友，硬是不会我，他QQ我有，只是不敢直接问他而已，之前他还会找我聊天，分享一下日常，可是近一个月都没有和我聊过天了，我发现他似乎谈恋爱了，所以想在网易云上问他到底有没有女朋友，硬是不回我，因为他也不知道是我，给一个陌生人也,1609062249000
816,都开始讨厌自己了，因为喜欢一个人，而费劲心思地偷偷了解他，本来只是随便用他的QQ昵称搜了一下网易云，没想到真的搜到了，我就改自己的头像昵称等等，然后假装陌生人跟他聊天，开头我只是问可以和他聊天吗，他回了个问号，然后我骗他说他的头像和我前男友的一样，所以才点开的，其实放的什么屁话，哪,1609062225679
817,加油加油 你们会很好会很幸福,1609062189430
818,"前奏的鯨鸣有一点绝望
好压抑呀
开心一点趴",1609062075788
819,我跟你一样喜欢一个女孩，后来很多误会，导致闹翻，我骗了所有人说我忘了她，可是我只能在大雾中爱她，因为我也是女孩，这份感情见不得光,1609062062493
820,要久久，祝你们幸福,1609062050412
821,"大雾四起 我在无人处爱你
大雾散去 我爱你人尽皆知.",1609062046453
822,祝你们一直幸福,1609062006991
823,我可以在你看不到的大雾里继续爱你,1609061932131
824,雾,1609061821776
825,后来大雾四起 你说你很爱我 可是为什么你的爱比雾还淡 淡到我都看不清,1609061704319
826,要是你能一直陪在我身边就好了 ,1609061641008
827,这次.我站在雾里.连自己也看不清.,1609061589868
828,背景音是有🐳鸣嘛，好痛的感觉,1609061586372
829,才恍然大悟,1609061440764
830,我记得你爱我，或许是我记反了。,1609061404833
831,荡开大雾，你们的未来满是光[星星][爱心],1609061257586
832,* 你历经山河走向我 胜过所有遥远的温柔,1609061122047
833,我不怪他，我怪大雾四起,1609061117716
834,每一份爱情但是值得期待的,1609061053225
835,伴奏的钢琴太顶了！,1609060887179
836,大雾四起，藏匿了我的爱意。我在无人之处喜欢你，wqj,1609060861592
837,"我不怪他'我只怪大雾四起./
你知道吗？我好想你。",1609060840731
838,"陪我走走吧
趁天还未亮 雾里透着光",1609060766044
839,年年有雾 雾吹年年 叁叁即散散 散散亦人生,1609060728170
840,我在无人处爱你。,1609060710061
841,动态求赞,1609060702413
842,是雾的话，终究会散的吧,1609060684520
843,我听了，我恍然大悟，我还没干饭的[生病],1609060678693
844,你终生未嫁，不是因为别人看不上你，而是因为你在等她,1609060676508
845,这写的好像我,1609060629819
846,“真诚地感谢某个人的出现，像黑暗的角落里乍现的一抹光亮，不刺眼的光 却能将大片冷落填成暖和，只要他存在，于我便是难得的欢愉和庆幸”,1609060590536
847,要一直在一起o,1609060581541
848,缘分。缘故。崩溃。,1609060579835
849,这样吗，她开始也是一口一个老婆叫着我呢，或许她也喜欢你,1609060404459
850,谢谢,1609060366217
851,谢谢,1609060361130
852,爱过，不再爱别人了。,1609060350570
853,"大雾四起，我在无人处爱你
大雾散尽，我爱你随之而散",1609060297456
854,如果我的爱让你感到压力，那么我选择独自承受。,1609060290841
855,雾都散了，不止是雾,1609060215290
856,我不怪你 我怪大雾四起.,1609060182715
857,这世间皆苦，明目张胆的偏爱，才是救赎,1609060145034
858,只是恰好喜欢的人是她,1609060113706
859,遇到互相喜欢的人不容易呀要999999,1609060109129
860,正因为经历过，才能理解。祝你们幸福！,1609060089250
861,99,1609060085346
862,我希望这是真的，可是我不敢问她，我怕她会对我反感。有时候，能待在她身边也是很幸运的吧。,1609060057408
863,"“后来春雨落汴京，只君一人雨中停”
希望我们来日方长",1609059984155
864,祝你们幸福💜,1609059982891
865,你们好像啊，以至于我每次看他时，总能想到你,1609059960880
866,那个是鲸溺吗,1609059959481
867,她就一口一个老婆叫着我。我不知道她是在开玩笑还是认真的。我很害怕。。。,1609059954538
868,[亲亲],1609059912942
869,我也是女孩子。我在9月的时候和她相遇，我们是很好的朋友，我也是，我发现我对她有了感觉，可是我很害怕，我怕失去她，一个男孩子，突然有一天问我:我和他到底是闺蜜还是cp？我当时愣住了，我装着追着他打。她问我，我在干什么？我说那个男孩子嗑我们俩cp，结果她就问我是攻还是受。后来我不回答,1609059904752
870,云雾散尽，我爱你由始至终,1609059884265
871,你不喜欢我，那我偷偷喜欢你好了,1609059844939
872,年年吹风 风吹年年 慢慢即漫漫 漫慢皆真情,1609059833085
873,大雾四起遮起了我对你的爱意。 我不怪你，我怪大雾四起。,1609059770380
874,我会在每一个有意义的时刻远隔山海祝你快乐。,1609059758625
875,就这样不吵不闹安安静静的就好，让故事终止在这个冬天吧 我是说 我们没有错过 是结束了。,1609059723404
876,祝99,1609059688868
877,祝你幸福。,1609059661918
878,意难平再难平也得平啊,1609059625100
879,谢谢,1609059608187
880,他是如此的优秀，以至于我只能在旁边默默的看。,1609059607193
881,开场是那只孤独的alice，海里再没有一只和它相同频率的鲸鱼🐳,1609059598778
882,好，谢谢！,1609059587749
883,我希望我自己是这个样子的，但是我没有这个勇气，我的爱意永远都是藏在心里，永远放在那个阴冷的角落，就连我喜欢的人都感受不到，还记得前任在分手时和我说:我觉得你并不是很喜欢我。但他却不知道我哭了整个晚上,1609059577147
884,我不想用短暂的喜欢打扰你的生活 所以我在尽我所能到做些事情 告诉你我会一直喜欢你 我和其他人不一样,1609059496613
885,山赶着山 山山漫漫结成关 人赶着人 人人草草尽走散,1609059496092
886,救命 有些咋那么非  ,1609059490796
887,好听！！,1609059453912
888,"我喜欢你

唐秀嘉。",1609059403994
889,这个圈子就是谁厉害舔谁 谁有钱和谁玩 看谁人多就上去处关系 朋友掰了就到处说坏话 我被众人推倒了的时候你也记得推我一把 别因为我挨骂。,1609059397174
890,我也会有人喜欢的吧,1609059339600
891,可公主也要穿高跟鞋。,1609059327088
892,"车窗起雾 我写的你名字
最后雾散了 我们也散了",1609059280993
893,跌倒又爬起 山岭静悄悄,1609059239265
894,书好好读 喜欢的人好好追,1609059205616
895,一个人的安静，和有你的热闹,1609059193662
896,听歌可以，千万别看网易云的评论🌚🌚,1609059190109
897,祝你成功,1609059129451
898,好奇怪啊，零碎的岛屿真的能找到海吗.,1609059024666
899,"明天穿校服知道么？”他打电话给她。
“知道了...”她有些不耐烦，“婆婆妈妈的...”
第二天。
“你耍我！”她发现校园里没有一个人穿校服。
“只是想穿情侣装了...”他指了指自己身上的校服笑得很阳光。",1609058950568
900,一直在一起！,1609058946886
901,无底线的迎合像是站在大雾里，自己都看不清自己,1609058920028
902,鲸的叫声好孤独啊 像我一样,1609058896785
903,"“如果穿高跟鞋磨脚”
“脱下来，换上小熊袜子”
“我的意思是”
“做女王累了”
“就做我的公主”",1609058884305
904,他忙着生活抽空爱你。你忙着爱他抽空生活。没必要。,1609058819750
905,两个女生很累，还是没能坚持下来，大雾散去，人尽皆知我爱你,1609058812702
906,你的眼中泛起了大雾，看不清我喜欢你。,1609058783843
907,放过看了大雾,1609058777023
908,加油，爱不弥漫于世故,1609058762306
909,鲸落声音，真的很伤感。,1609058761352
910,新的一年，今年在你在多意难平，我都要平下来,1609058758197
911,你一定要幸福，不要害怕流言蜚语，要相信，结局一定是美好而光明，在能放肆爱和大胆拥抱的时光里尽情去爱吧，即使不知道结局会怎样，最后，祝99。,1609058738289
912,"“大雾四起遮住了我对你的爱意,我不怪你,怪大雾四起”",1609058725922
913,门铃我也按过了，门我也敲过了。无人回应，我也不会回头了,1609058725142
914,我也是但是加油,1609058700718
915,嗯嗯[憨笑],1609058682680
916,那个年纪她常常雾里看花 看不透彻,1609058657679
917,"还好遇到你时
恰好大雾四起弥漫住我的眼睛
遮盖住我不该出现的爱意",1609058639163
918,很奇怪，热闹后都觉得好累。,1609058639094
919,大雾四起遮住我对你的爱意我不怪你我怪大雾四起.,1609058633914
920,希望我以后还能和你一起在风里微笑,1609058548622
921,祝你幸福，性别不是问题,1609058531425
922,爱了爱了,1609058455841
923,会的,1609058407856
924,我祝你的女孩99啦,1609058401856
925,lzk我在2020遇到了你，你带给我好多好多快乐，让我重新快乐起来，希望2020结尾和2021的开头你都在 不会离开,1609058397390
926,雾.,1609058378432
927,大雾四起，他在无人处爱他,1609058368798
928,但凡我能多那么一点走向你的勇气，也不至于自怨自艾。,1609058339198
929,如果 她能等等我 就好了,1609058316705
930,我爱浅忆555,1609058283765
931,想象到了，感觉好难受，那是他不爱我的细节,1609058270139
932,我和我的女孩儿祝福你们,1609058227261
933,"只是有
一点点而已",1609058219795
934,有点点累,1609058198977
935,要好好在一起，世俗配不上这么美好的爱情,1609058180051
936,"请问你快乐吗？
最好的爱是不打扰还是不放弃",1609058158837
937,“我心中有片世外桃源，水木清华，百卉千葩。而你，就住在那里”,1609058145506
938,"我这份藏在心底的爱意终究还是止于心酸
This hidden love in my heart is still sad after all",1609058142326
939,给作曲浅逸劳斯打call，太好听辣,1609058128810
940,我是一个高三的学生，我一定要努力考上清华大学,1609058122678
941,谢谢,1609058075588
942,？！你的室友神仙爱情！说个99啦，谢谢哦！她高三考完来找我,1609058070849
943,这次我站在雾里 连自己都看不清 原来执着了太久的东西本就失去了意义.,1609058012314
944,祝你早日娶到你家小朋友，99啦，你们要在明证局哦,1609058009283
945,99999,1609057982426
946,？哈哈哈哈哈，行，谢谢,1609057968253
947,jyh，今天我又想你了,1609057917045
948,大雾四起 我在无人处爱你,1609057867377
949,早上听到同事唱了一句我喜欢你……下午就听到这首歌了,1609057810196
950,不怪你 怪大雾四起,1609057668364
951,大雾散去我在人群中爱你,1609057615368
952,他所以的不主动，都是因为不喜欢你。                                                  你往细节一看，喜欢和不喜欢太明显。,1609057563657
953,要一直一直在一起哦，我也是个女孩子我也在等我的女孩子,1609057439962
954,总时长2分14秒，2·14我爱你,1609057393025
955,周遭大雾四起，我在无人处爱你,1609057377163
956,后来我终于明白了这句话：一个男孩爱不爱你并不是看他情绪好是对你有多好.而是看他情绪差时对你的态度,1609057354972
957,要怪就只能怪你的爱意太浅啦 连雾都能把你的爱意遮挡,1609057354007
958,你的爱意藏的好深，深到我完全看不到…,1609057325995
959,我真的看不清自己对你是一种什么样的情感，我怕没办法回应你对等的感情，就别继续了，就到这里为止吧,1609057325389
960,我不确定是否会有大雾散尽的那天,1609057324490
961,好好听啊，爱了爱了,1609057317903
962,后来车窗上起雾 我不知道改写谁的名字.,1609057317114
963,鲸落万物生,1609057310769
964,没关系的没关系的   我们来日方长,1609057285247
965,啊啊啊，我室友也是女的，也在光遇里找到了女朋友，追了好久那个女生才答应和她在一起，马上考完试她们就要奔现了，我室友去找她跨年，希望她们好好在一起，希望你们也是！爱与性别无关,1609057277501
966,对你的喜欢就是充满雾气,1609057235595
967,“爱因雾起亦因雾散。”,1609057190470
968,"我喜欢她 她好像懂了 可她不喜欢我 毕竟我没成绩没本事 长得也不好看
gl",1609057185735
969,故事都跟别人讲烂了 你还是没有回来,1609057147779
970,那那个人好幸福♡,1609057135739
971,她首先拨开了雾，我却还没准备好,1609057104787
972,祝99,1609057041234
973,大雾散去 人尽皆知我爱你@修橙之秋1910,1609057000516
974,还好大雾四起，没人知道歪腻,1609056994921
975,趁评论不是很多，我留下一句话，张阳，我爱你,1609056977785
976,网易云那么多歌不能听我也不知道为什么就是不想换别的听歌软件 默默听歌 到现在也十级 连个点赞过百的都没有,1609056977639
977,一定要99＋,1609056876870
978,遇到你后我手里的刀变成了小黄花,1609056854774
979,是和彤彤的49,1609056850370
980,一起加油 等着合法 我就把她娶回家 祝你也祝我,1609056830534
981,"偶然听歌的时候想到了他 知道他所有的账号都是辰弋 我开始在网易云账号用户搜索他 搜出来那么多同名而我只是看了一眼好像就找到了他
点开主页发现什么都很像他 我确定了是他 那天下午我听完了他的歌单 就好像听懂了他的歌单也听懂了他 果然喜欢心有灵犀 可是我们好像不该这样又好像只能这样。",1609056828553
982,大雾里寻你，小羊我是真的很喜欢你，我喜欢和你聊天，虽是隔着屏幕的友谊，但是你是最志同道合的朋友，我也是真的很喜欢你🥰希望天天 月月 年年 我有你，你有我,1609056803988
983,"大雾四起
你看不见我
看不见我对你的爱.",1609056797818
984,“Toi yeu ban ” 我爱你,1609056720022
985,心里有阵海啸 但对谁都没有说 还好大雾四起 藏匿难言爱意,1609056711512
986,拜托了 我好难受 我要去学习了,1609056710144
987,It doesn't matter    anyway I love more   I will never be angry with you   You can act like a child with me,1609056689553
988,祝她喜乐平安，得偿所愿,1609056686687
989,我还没看见你的模样，却先记住了你的心跳,1609056673699
990,我不自然 然后就被看见了 然后就被反应在网上了 我本来是无意的 我不知道我看评论会想到什么 好难受啊 求求你们别监视我了 就算看到我的不自然 也不要表现出来好不好,1609056666132
991,我跟我宝宝在一起379天呐 她是一个超级可爱的女孩纸 我要跟她在一起很久很久,1609056664030
992,星期四就是2020的最后一天了，多想跑去那儿找你，看看你啊，毕竟再见就是2021年了,1609056663257
993,好喜欢你 但是没有勇气告诉你,1609056624960
994,像是告白又像是告别,1609056621948
995,"可不可以再陪我浪费一会时间 我似乎陷的有点深 我还是想告诉你 bae ,In fact, I also described that I can like you so much  You are really too important to me  I love you very much and I often say it will become cheap   Remember to tell me if you have any boys you like   I will leave",1609056608444
996,“我不太喜欢在雾里被爱，因为那样我什么都看不见”,1609056566829
997,大雾四起 看不见你 只能偷偷在原地,1609056546215
998,我太怂了,1609056541358
999,我将在无人处爱你,1609056512514
1000,还好大雾四起,1609056427866
1001,这次，我站在雾中，却连自己都看不清,1609056390900
1002,我的爱不是大雾就能埋葬的,1609056386961
1003,嗯呐,1609056354409
1004,你太认真了，你不适合谈恋爱，你适合在路边贴钢化膜,1609056353759
1005,这次,1609056351378
1006,最后遗憾的是，我说了违心的话，你竟然还顺我的意,1609056326865
1007,他很好，他有前程，我没有他。,1609056315003
1008,如果可以 我也想弄的人尽皆知 想谈的轰轰烈烈 想不记结果不想未来告诉所有人我就是喜欢你我就是爱上了一个越南的女孩子 可是事实上你的名字我不能拿来拒绝别人 因为mei别人会听不懂,1609056284544
1009,恶心的是我真的遇到了给我钱给我礼物 愿意陪我带我吃喝 不气我处处让着我的人时 但我拿不出我热情的爱来回应,1609056272301
1010,祝你们幸福✨✨,1609056260050
1011,会有一天你会明白我的心,1609056240035
1012,大雾四起，我在无人处爱你。,1609056239939
1013,大雾四起 偷偷藏匿。,1609056239356
1014,对不起 是我不会爱 也不值得被爱,1609056220368
1015,大雾四起@阿丽今天也很无聊,1609056206602
1016,如果没有这些纷纷扰扰，我一定不顾一切奔向你,1609056199064
1017,“愿我们在硝烟尽散的世界里相遇.”,1609056175913
1018,大雾消散曾经我爱你人尽皆知,1609056156672
1019,“我曾逆风而上，只因你在山顶”,1609056142294
